sample_id,sample_bucket,content_id,source_id,source_title,content_type,user_id,user_name,content_text,created_at,like_count,received_reply_count,topic_label,stance_target,stance_label,emotion_label,discourse_labels,risk_labels,intensity,confidence,need_review,annotation_reason,split
S0239,top_liked,bilibili_comment:275946693216,bilibili_video:115193388468394,罗永浩PK西贝，全程40分钟脱口秀【40分纯享版】,reply,bilibili:487784732,半糖拿铁不加冰,萨莉亚他没毛病,2025-09-13T18:55:56+08:00,413,0,industry_trust,industry,neutral,neutral,simple_attitude,low_risk_discussion,1,0.8,false,简单评论萨莉亚没问题，隐含对比,train
S0058,top_liked,bilibili_comment:289769884112,bilibili_video:115959067056250,现在最怕西贝死的人，竟然是罗永浩！,reply,bilibili:2226147,Kraisper,大众对贵没有误解,2026-01-26T20:01:31+08:00,1463,6,price_value,xibei,question,sarcastic,sarcasm,low_risk_discussion,2,0.9,false,讽刺西贝确实贵，大众对贵没有误解。,train
S0023,top_liked,bilibili_comment:274471553313,bilibili_video:115191660484682,罗永浩手撕西贝直播全程【29分钟纯享版】,comment,bilibili:4192759,飘酱_,主要是西贝太贵了[doge]你看有人骂萨莉亚吗,2025-09-12T22:29:19+08:00,3209,2,price_value,xibei,question,sarcastic,sarcasm;simple_attitude,low_risk_discussion,2,0.9,false,吐槽西贝太贵，用萨莉亚对比反讽,train
S1060,random,bilibili_comment:274577085905,bilibili_video:115193388468394,罗永浩PK西贝，全程40分钟脱口秀【40分纯享版】,reply,bilibili:1569864,至凌哀,他要是真是你说的这个做法，那这馒头他得卖50一个,2025-09-13T22:54:53+08:00,4,1,price_value,xibei,question,sarcastic,sarcasm,low_risk_discussion,2,0.7,false,讽刺西贝价格高，馒头卖50一个，质疑性价比。,train
S1002,random,bilibili_comment:276464726992,bilibili_video:115213655414090,罗永浩再停战，西贝自杀式公关，预制菜到底怎么算？,reply,bilibili:161837144,nton1,回复 @knighsi : 被远洋捕捞的企业家多了去了，不乏北京的，要真没事他躲日本干什么,2025-09-19T01:04:30+08:00,6,0,luoyonghao_persona,luoyonghao,question,neutral,information_claim;questioning,low_risk_discussion,2,0.7,false,质疑罗永浩躲日本的动机，引用‘远洋捕捞’说法，但未明显攻击。,train
S0047,top_liked,bilibili_comment:274614433969,bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,comment,bilibili:33709459,猪呆呆吃玉米,南京的大肉面。我宁愿多花两块换个大肉吃。,2025-09-14T11:09:33+08:00,1801,84,meme_offtopic,unclear,neutral,neutral,personal_experience,low_risk_discussion,1,0.9,false,评论南京大肉面，与西贝事件无关。,train
S1425,random,bilibili_comment:276274792928,bilibili_video:115193388468394,罗永浩PK西贝，全程40分钟脱口秀【40分纯享版】,comment,bilibili:36272043,给小秃子来一拳,今天牧场母羊生小羊了，但是这小羊只有三条腿，大家有头绪吗？,2025-09-17T01:12:53+08:00,0,0,meme_offtopic,unclear,neutral,neutral,meme,low_risk_discussion,1,0.9,false,完全跑题，讲生小羊三条腿,train
S0054,top_liked,bilibili_comment:289840042225,bilibili_video:116034530973184,老罗正带着货呢，助理告诉他，西贝老板又抽了！老罗说真是没救了,comment,bilibili:405934191,一个小小的欧皇,贾老板是唯一一个一心想复仇，网友却劝他算了的人[笑哭],2026-02-14T18:23:43+08:00,1544,9,brand_pr_crisis,xibei,question,sarcastic,sarcasm,low_risk_discussion,3,0.8,false,调侃西贝想反击但网友劝退，暗示公关失败。,train
S0797,source_stratified,bilibili_comment:274575109313,bilibili_video:115196274153979,罗永浩与西贝矛盾升级 老罗35分钟控诉西贝预制菜完整版视频,reply,bilibili:3546566317050686,PB_02S麻雀,以次充好+虚假宣传。这种组合脱离了公序良俗,2025-09-13T22:36:35+08:00,1,0,prepared_food_authenticity,xibei,question,negative,information_claim,low_risk_discussion,3,0.8,false,指责西贝以次充好虚假宣传,train
S1268,random,bilibili_comment:287755461105,bilibili_video:115966767996636,封号斗罗贾国龙：我是如何把时代红利吐出来的？【网络狠人76】,comment,bilibili:31381966,白葡萄酒-,牢喵的黄粉到此集合[doge],2026-01-27T23:20:09+08:00,0,0,meme_offtopic,unclear,neutral,neutral,meme,low_risk_discussion,1,0.7,false,玩梗集合粉丝，与事件无关。,train
S0375,top_replied,bilibili_comment:287663330721,bilibili_video:115959067056250,现在最怕西贝死的人，竟然是罗永浩！,reply,bilibili:3546772657932894,用户wtlyz,会吗？如会。积压的订单库存你来消化吗？,2026-01-27T01:00:39+08:00,8,19,other_unclear,unclear,question,sarcastic,sarcasm;questioning,low_risk_discussion,2,0.7,false,反讽回应，质疑订单库存消化,train
S1258,random,bilibili_comment:275986278672,bilibili_video:115196995570707,罗永浩炮轰西贝预制菜？到底谁输谁赢？,reply,bilibili:349660846,我不是平仄王,回复 @澡2 :真的告诉你是预制菜，以现在的舆论来看，网民大概率会对他发一篇大字报，然后炮击他说是他挤走了现炒现卖。。。,2025-09-14T01:45:52+08:00,0,0,consumer_right_to_know,consumers,neutral,neutral,information_claim;rational_argument,low_risk_discussion,1,0.9,false,预测坦白预制菜后网民反应，客观中立。,train
S0848,source_stratified,bilibili_comment:288968050512,bilibili_video:115916570365715,人民日报定性西贝事件,comment,bilibili:471293247,恶女驾到,毕竟泱泱大国，岂能一个聪明人都没有？,2026-01-19T02:01:22+08:00,4,0,meme_offtopic,unclear,neutral,sarcastic,sarcasm,low_risk_discussion,1,0.8,false,含沙射影的反讽，无直接攻击,train
S0055,top_liked,bilibili_comment:276013517312,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,comment,bilibili:270980327,不正三觀禮法,印象里老罗在网络上就没输过，除了“中杯、大杯、超大杯”[doge],2025-09-14T11:33:38+08:00,1541,23,luoyonghao_persona,luoyonghao,support,positive,simple_attitude,low_risk_discussion,2,0.8,false,夸奖罗永浩网络辩论从未输过。,train
S0383,top_replied,bilibili_comment:274835027825,bilibili_video:115213655414090,罗永浩再停战，西贝自杀式公关，预制菜到底怎么算？,comment,bilibili:511674398,煜煜想你了,你敢不敢讲一讲巴勒斯坦问题？,2025-09-16T19:33:58+08:00,1,18,meme_offtopic,unclear,unclear,sarcastic,sarcasm;meme,low_risk_discussion,2,0.8,false,故意要求讲巴勒斯坦问题，明显跑题玩梗。,train
S0365,top_replied,bilibili_comment:275919656352,bilibili_video:115192264397445,罗永浩谈西贝1个馒头卖21元,comment,bilibili:202537840,wll13,这个观点我不赞同。国内需要有给有钱人消费的渠道。不要逼有钱人存钱或者逼他们去国外消费高端品。只要是明码标价，自愿消费就可以了。如果有钱人不把钱消费在内地，我们这些内地的穷人钱从哪里赚？工资从哪里来？不能指望有钱人也和我们一样买个红米，骑个二手电瓶车代步，每天吃沙县，追求便宜性价比吧？富人在钱消费在内地，钱才可能到穷人手里啊。我支持任何国内做高端产品的企业,2025-09-13T13:57:12+08:00,11,20,price_value,xibei,support,positive,rational_argument,low_risk_discussion,3,0.9,false,用户长篇论述支持高端消费，认为明码标价即可，支持西贝价格策略。,train
S0508,top_replied,bilibili_comment:274526640097,bilibili_video:115193388468394,罗永浩PK西贝，全程40分钟脱口秀【40分纯享版】,comment,bilibili:9424665,gchzzzzzz,宫廷玉液酒180一杯,2025-09-13T13:59:33+08:00,123,10,meme_offtopic,xibei,question,sarcastic,meme;sarcasm,low_risk_discussion,3,0.9,false,引用小品台词暗讽西贝馒头贵，玩梗。,train
S0838,source_stratified,bilibili_comment:276186804912,bilibili_video:115208504741593,西贝和罗永浩打官司的话谁赢面大？有握手言和的可能吗？,reply,bilibili:353444826,梦中的椎石榴,回复 @〖骑士〗 :按照我以前门店的情况，在中央厨房装货的时候温度就不达标，送到门店货特别多的情况理货更要很长时间，之前门店高峰期货才来，一万多的货六点多来了就堆在后厨地上，一直到九点才有时间去理货往冰箱放，最后到十点多才放完进冰箱，解冻了再复冻是常见现象,2025-09-16T02:52:41+08:00,0,1,prepared_food_authenticity,industry,question,neutral,personal_experience;information_claim,low_risk_discussion,3,0.9,false,以亲身经历描述冷链温度问题，质疑行业操作,train
S0491,top_replied,bilibili_comment:276142992832,bilibili_video:115207514947699,9月16事态升级【罗永浩VS西贝】大卫哥双开巅峰赛！,comment,bilibili:399337901,德克萨斯的狗i,我试了好几次换其他号看，都发不出来。不知道咋发了，拯救互联冈记忆！,2025-09-15T17:35:24+08:00,258,11,other_unclear,unclear,neutral,negative,personal_experience,low_risk_discussion,2,0.7,false,抱怨评论无法发出，主题不明确，情绪负面但风险低。,train
S1277,random,bilibili_comment:274725441265,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,reply,bilibili:438799156,呆比了,回复 @夢夢gtz :坤蛋是吧,2025-09-15T14:05:24+08:00,0,0,meme_offtopic,unclear,unclear,sarcastic,meme;sarcasm,low_risk_discussion,2,0.8,false,回复玩梗，内容偏离主题,train
S0274,top_liked,bilibili_comment:275864619904,bilibili_video:115191660484682,罗永浩手撕西贝直播全程【29分钟纯享版】,reply,bilibili:37087045,皇后的头风,罗永浩专门克姓西的，早期不是炮轰过西门子,2025-09-12T22:56:12+08:00,346,0,luoyonghao_persona,luoyonghao,neutral,sarcastic,meme;echoing,low_risk_discussion,2,0.8,false,调侃罗永浩克姓西的，引用过往事件,train
S0345,top_replied,bilibili_comment:274498109089,bilibili_video:115192264397445,罗永浩谈西贝1个馒头卖21元,comment,bilibili:210944260,蔡_尼古拉_敬泽_坤坤,打打那些大牌包包吧,2025-09-13T08:15:31+08:00,19,26,price_value,xibei,support,neutral,simple_attitude;meme,low_risk_discussion,1,0.8,false,调侃西贝不贵，应该去打大牌包包,train
S0533,source_stratified,bilibili_comment:274548257329,bilibili_video:115196274153979,罗永浩与西贝矛盾升级 老罗35分钟控诉西贝预制菜完整版视频,comment,bilibili:282257358,大雨就不去,[doge]老板也是想利润最大化，就是这种组合脱离了消费者心里预期,2025-09-13T18:14:18+08:00,8,2,brand_pr_crisis,xibei,question,sarcastic,sarcasm;simple_attitude,low_risk_discussion,2,0.85,false,带狗头调侃西贝利润至上，脱离消费者预期,train
S1136,random,bilibili_comment:292401788416,bilibili_video:115959067056250,现在最怕西贝死的人，竟然是罗永浩！,reply,bilibili:14479031,乐骋2026,回复 @独一无二阿森纳 :别瞎说了，在那种氛围下，做出一瞬间的牺牲，是不难理解，难的是持续的伤害，至少几十分钟那种。,2026-02-17T07:22:41+08:00,0,0,luoyonghao_persona,unclear,neutral,neutral,rational_argument,low_risk_discussion,2,0.7,false,讨论维权困境，与罗永浩维权叙事相关,train
S0513,top_replied,bilibili_comment:274563967473,bilibili_video:115196995570707,罗永浩炮轰西贝预制菜？到底谁输谁赢？,comment,bilibili:2897095,天使不爱神,西贝这波其实已经输麻了就算官司赢了也讨不到好，贾老板开口就是按国家规定可是去你店里买单消费的又不是什么国家六部委。不被消费者大众认同你就是拿出天条也没有用。这些年想教育消费者的企业都没有好下场。,2025-09-13T20:50:21+08:00,69,10,brand_pr_crisis,xibei,question,negative,rational_argument;questioning;echoing,low_risk_discussion,3,0.9,false,分析西贝公关失败，批评其教育消费者心态,train
S0745,source_stratified,bilibili_comment:288768063504,bilibili_video:115900413909566,【罗永浩西贝事件】每一步操作都精准地直接踩在爆点上！论餐饮王国贾老板的自我引爆！,reply,bilibili:479798535,李立范,我也是10年前吃过，当时2人吃就要200多，别的主流的也就150左右[吃瓜],2026-01-17T11:26:03+08:00,0,0,price_value,xibei,question,neutral,personal_experience;simple_attitude,low_risk_discussion,2,0.9,false,回忆十年前西贝价格较高,train
S0758,source_stratified,bilibili_comment:276127002112,bilibili_video:115206659249643,罗永浩与西贝争论事件原委 一条视频告诉你,comment,bilibili:647603,小波减肥后再改名,都是为了流量。[妙啊],2025-09-15T13:46:00+08:00,0,0,industry_trust,industry,question,sarcastic,simple_attitude,low_risk_discussion,2,0.8,false,质疑双方动机都是为了流量，降低行业信任。,train
S0319,top_replied,bilibili_comment:276015548656,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,comment,bilibili:22887708,SsSsSs坑,不是，餐馆把做好的半成品冷冻起来以后用不是常规操作吗，哪个餐馆都经不起这么查。,2025-09-14T11:53:07+08:00,9,46,industry_trust,industry,support,neutral,rational_argument;information_claim,low_risk_discussion,3,0.9,false,理性论证半成品冷冻是行业常规操作。,train
S0154,top_liked,bilibili_comment:274740424577,bilibili_video:115207514947699,9月16事态升级【罗永浩VS西贝】大卫哥双开巅峰赛！,comment,bilibili:11294299,吹口哨环游世界,在罗和西之间选择了同时开炮，不愧是你,2025-09-15T17:56:23+08:00,631,7,meme_offtopic,unclear,neutral,sarcastic,meme;sarcasm;simple_attitude,low_risk_discussion,2,0.8,false,调侃博主同时批评双方，玩梗性质。,train
S0553,source_stratified,bilibili_comment:276030101184,bilibili_video:115190486012634,西贝创始人贾国龙：预制菜是未来的大趋势，我们是不一般的预制菜#西贝 #预制菜 #罗永浩 #贾国龙,comment,bilibili:528196744,古境今现,直到现在还在预制菜这三个字上纠结呢？[笑哭][笑哭],2025-09-14T14:13:02+08:00,0,0,brand_pr_crisis,xibei,question,sarcastic,questioning;sarcasm,low_risk_discussion,2,0.9,false,讽刺西贝一直纠结预制菜三个字,train
S0033,top_liked,bilibili_comment:292022307488,bilibili_video:116034530973184,老罗正带着货呢，助理告诉他，西贝老板又抽了！老罗说真是没救了,comment,bilibili:393883600,我依旧等待着,老实说但凡当时装死，这会儿事都过去了[笑哭],2026-02-14T12:53:32+08:00,2457,18,brand_pr_crisis,xibei,question,sarcastic,sarcasm,low_risk_discussion,2,0.8,false,建议西贝装死，讽刺其公关失败,train
S0683,source_stratified,bilibili_comment:286877489585,bilibili_video:115916570365715,人民日报定性西贝事件,reply,bilibili:300776668,看花海看星空,典型的各打五十大板,2026-01-19T11:48:48+08:00,1,0,brand_pr_crisis,unclear,question,negative,simple_attitude,low_risk_discussion,1,0.8,false,批评媒体各打五十大板,train
S1154,random,bilibili_comment:287812535121,bilibili_video:115966767996636,封号斗罗贾国龙：我是如何把时代红利吐出来的？【网络狠人76】,reply,bilibili:1198917395,麦吉达西,别忘了还有豹皮没翻呢[笑哭],2026-01-28T15:04:58+08:00,23,2,meme_offtopic,unclear,unclear,sarcastic,meme;sarcasm,low_risk_discussion,1,0.7,false,玩梗提及豹皮未翻，调侃语气,train
S1433,random,bilibili_comment:274590477233,bilibili_video:115193388468394,罗永浩PK西贝，全程40分钟脱口秀【40分纯享版】,reply,bilibili:1670730453,超会玩い,价格贵不假，但是口味确实可以，预制菜也有做的很好吃，所以我去商场吃饭不是预制菜我才会惊讶，连煤气灶都用不了，那能炒什么菜？ 但是找饭店他要是给我上预制菜我必须得干它，我的意思的那种酒楼或者稍微有点档次的饭店！,2025-09-14T01:42:34+08:00,0,0,prepared_food_authenticity,consumers,question,disappointed,personal_experience;rational_argument;questioning,low_risk_discussion,3,0.9,false,个人体验，承认预制菜口味好但质疑高档饭店使用不告知,train
S1320,random,bilibili_comment:289801488112,bilibili_video:115959067056250,现在最怕西贝死的人，竟然是罗永浩！,reply,bilibili:21202208,鼓手-K,没说预制菜不好，都是说西贝把预制菜当现炒卖,2026-01-27T01:20:48+08:00,0,1,prepared_food_authenticity,xibei,question,neutral,rational_argument,low_risk_discussion,2,0.9,false,直接指出西贝将预制菜当现炒卖，质疑其行为，但语气平和。,train
S0377,top_replied,bilibili_comment:275889342208,bilibili_video:115192130181384,罗永浩痛批西贝太缺德！一个馒头卖21块，比米其林餐厅还贵！#罗永浩#西贝#预制菜#太离谱,comment,bilibili:484701316,两难自解的智慧,店铺租金贵，成本高，只字不提。,2025-09-13T08:09:05+08:00,0,18,price_value,xibei,support,neutral,simple_attitude,low_risk_discussion,1,0.9,false,指出店铺租金成本，为西贝价格辩护,train
S1408,random,bilibili_comment:274596281265,bilibili_video:115190486012634,西贝创始人贾国龙：预制菜是未来的大趋势，我们是不一般的预制菜#西贝 #预制菜 #罗永浩 #贾国龙,reply,bilibili:777053,隋,回复 @霄云V_v :我就问你一句话 这老板是不是说了自己不是预制菜?不要乱讲话小心人家给你律师函,2025-09-14T05:06:44+08:00,0,0,brand_pr_crisis,xibei,support,neutral,questioning;information_claim,low_risk_discussion,2,0.8,false,要求对方确认西贝老板说法并威胁律师函，支持西贝立场,train
S0573,source_stratified,bilibili_comment:274839416273,bilibili_video:115208706064466,罗永浩vs西贝事件 来龙去脉 一口气看完！！！,comment,bilibili:19519877,大桦仔,建议全国实行厨房监控,2025-09-16T20:21:17+08:00,0,0,consumer_right_to_know,industry,support,neutral,information_claim;rational_argument,low_risk_discussion,3,0.8,false,建议全国厨房监控，支持消费者知情权,train
S0746,source_stratified,bilibili_comment:275976429408,bilibili_video:115191693968861,罗永浩9月12日西贝门事件直播全程,reply,bilibili:299859909,晚上不睡觉的,洗的不像，重写,2025-09-13T23:36:32+08:00,1,1,brand_pr_crisis,xibei,question,sarcastic,sarcasm;simple_attitude,low_risk_discussion,2,0.85,false,讽刺回复洗白不专业,train
S0778,source_stratified,bilibili_comment:274524161473,bilibili_video:115192130181384,罗永浩痛批西贝太缺德！一个馒头卖21块，比米其林餐厅还贵！#罗永浩#西贝#预制菜#太离谱,reply,bilibili:259488873,zhwlkt,回复 @KKsye :价格低于西贝就是不合规，高于西贝就是暴利，标准就立这儿了。,2025-09-13T13:30:31+08:00,0,0,price_value,xibei,question,sarcastic,sarcasm,low_risk_discussion,2,0.8,false,讽刺西贝定价双重标准，质疑价格合理性。,train
S0539,source_stratified,bilibili_comment:276386668912,bilibili_video:115197800941925,罗永浩PK西贝，全程55分钟脱口秀，【无删减】火力全开，直播回放太精彩,comment,bilibili:88117031,电电电死你,如果半成品就算预制菜那饭馆都是预制菜了,2025-09-18T08:00:21+08:00,0,0,prepared_food_authenticity,industry,question,neutral,questioning,low_risk_discussion,2,0.85,false,质疑预制菜定义，认为半成品普遍存在,train
S0916,random,bilibili_comment:276574291872,bilibili_video:115208706064466,罗永浩vs西贝事件 来龙去脉 一口气看完！！！,comment,bilibili:1585590616,hqhmt,但凡连锁店，店名有点奇怪的都基本就是。纯手工炒制的店名都很保守很有含义。现炒现制的鲜味不一样的，嘴巴叼的很容易吃出来，例如真珠三角本地人对食材要求高这地方就一次性……,2025-09-20T08:56:26+08:00,1,0,prepared_food_authenticity,industry,neutral,neutral,rational_argument;personal_experience,low_risk_discussion,2,0.9,false,从连锁店命名角度讨论预制菜识别，理性分析结合个人经验，低风险。,train
S0710,source_stratified,bilibili_comment:276163909024,bilibili_video:115195083034113,西贝创始人贾国龙回应预制菜风波，我们是不一般的预制菜。,reply,bilibili:1019796737,指间沙哎,肯德基麦当劳没吃过吗,2025-09-15T21:30:22+08:00,0,0,prepared_food_authenticity,unclear,question,sarcastic,questioning;sarcasm,low_risk_discussion,2,0.8,false,用肯德基麦当劳反问，质疑预制菜双标,train
S0405,top_replied,bilibili_comment:274578712785,bilibili_video:115193388468394,罗永浩PK西贝，全程40分钟脱口秀【40分纯享版】,comment,bilibili:47217557,丘穆陵雪,西贝不就是最出名的预制菜之一吗？我以为大家都有这个共识。。,2025-09-13T23:12:05+08:00,50,16,prepared_food_authenticity,xibei,question,sarcastic,sarcasm;simple_attitude,low_risk_discussion,2,0.9,false,反讽西贝是预制菜是共识，质疑其真实性,train
S0754,source_stratified,bilibili_comment:275971926592,bilibili_video:115196894908031,罗永浩也是懵了，自杀式公关还是第一次见。,reply,bilibili:427676625,风过江湖125786,现杀的鱼没有腌一会好吃,2025-09-13T22:51:47+08:00,0,5,meme_offtopic,unclear,neutral,neutral,meme,low_risk_discussion,1,0.9,false,跑题玩梗，烹饪经验无关事件。,train
S1392,random,bilibili_comment:286851448833,bilibili_video:115900413909566,【罗永浩西贝事件】每一步操作都精准地直接踩在爆点上！论餐饮王国贾老板的自我引爆！,reply,bilibili:255637854,白粥怎么卖呀,但是他既然不相信公关团队又怎么被华文华武骗了那么多钱嘞？,2026-01-19T01:01:43+08:00,2,1,brand_pr_crisis,xibei,question,sarcastic,questioning;sarcasm,low_risk_discussion,2,0.8,false,质疑西贝老板贾国龙既不信公关团队却又被骗，语气讽刺。,train
S0865,source_stratified,bilibili_comment:276141676128,bilibili_video:115206659249643,罗永浩与西贝争论事件原委 一条视频告诉你,comment,bilibili:417200212,爱吃海鲜大餐的烤牛排,上班被领导教育就算了，自己花钱吃饭也要被饭店老板教育，那就过分了，不能忍,2025-09-15T17:19:40+08:00,3,0,brand_pr_crisis,xibei,question,negative,simple_attitude,low_risk_discussion,3,0.85,false,批评西贝老板教育消费者，认为过分。,train
S0900,random,bilibili_comment:276198617600,bilibili_video:115208504741593,西贝和罗永浩打官司的话谁赢面大？有握手言和的可能吗？,comment,bilibili:1377492735,诗月到处挨打,口径183mm能毁天灭地的冯律师[doge],2025-09-16T09:37:49+08:00,2,0,meme_offtopic,unclear,neutral,sarcastic,meme;sarcasm,low_risk_discussion,1,0.8,false,玩梗调侃'冯律师'，偏离主题。,train
S1172,random,bilibili_comment:276229416224,bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,reply,bilibili:21966313,日啖一百八十勺,山姆买多、买大量的是便宜的,2025-09-16T16:39:52+08:00,0,0,price_value,unclear,neutral,neutral,information_claim,low_risk_discussion,1,0.8,false,简单陈述山姆的价格策略,train
S1008,random,bilibili_comment:276265755472,bilibili_video:115208504741593,西贝和罗永浩打官司的话谁赢面大？有握手言和的可能吗？,reply,bilibili:243976031,柯乌恩,哇，是评论截图，这下不得不信了,2025-09-16T23:09:36+08:00,1,0,meme_offtopic,unclear,neutral,sarcastic,sarcasm;meme,low_risk_discussion,2,0.8,false,反讽评论截图可信度，属于玩梗，无明显攻击。,train
S0535,source_stratified,bilibili_comment:276007194576,bilibili_video:115191777923213,从西门子冰箱到西贝预制菜，罗永浩的“较真”从未缺席家人们！今天必须聊聊罗永浩，当年他怒砸西门子冰箱，为消费者维权，那场面太震撼了！,reply,bilibili:651544037,柠檬抱米花,很简单，因为GB和IEC要求不一样,2025-09-14T10:27:30+08:00,0,0,industry_trust,industry,neutral,neutral,rational_argument,low_risk_discussion,1,0.8,false,解释国家标准不同，理性阐述,train
S0364,top_replied,bilibili_comment:276073037472,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,comment,bilibili:11630400,AyLi丶,胸弟萌，我这手艺去西贝能当厨师长吗？[吃瓜][吃瓜][吃瓜],2025-09-14T21:51:33+08:00,52,21,meme_offtopic,unclear,unclear,positive,meme,low_risk_discussion,1,0.9,false,用户用表情包玩梗调侃，无实质内容。,train
S1232,random,bilibili_comment:276206516000,bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,reply,bilibili:102413845,雄心之鋼,我星巴克只喝星冰乐因为真的好喝，没有竞品,2025-09-16T11:31:59+08:00,0,0,meme_offtopic,unclear,unclear,neutral,simple_attitude,low_risk_discussion,1,0.9,false,完全跑题，提及星巴克与事件无关,train
S0651,source_stratified,bilibili_comment:274577200241,bilibili_video:115191693968861,罗永浩9月12日西贝门事件直播全程,reply,bilibili:1692121165,沐卿月5,回复 @KyrieLqq :你去点红烧肉饭店必然是有预制的。这玩意从开始煮到上菜就是以小时计的。你要是点佛跳墙那饭店那个就必然是过夜又冻过的。这是没办法的,2025-09-13T22:55:29+08:00,0,1,prepared_food_authenticity,industry,neutral,neutral,rational_argument,low_risk_discussion,2,0.8,false,客观讨论预制菜合理性，无情绪,train
S0486,top_replied,bilibili_comment:274617776113,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,reply,bilibili:70913185,骆驼饼,回复 @极限挑战001 :你举例子，他哪个菜贵，你说个价格？36块钱的面条贵，还是10块的肉夹馍贵,2025-09-14T11:44:09+08:00,0,11,price_value,xibei,question,neutral,questioning,low_risk_discussion,2,0.7,false,反问对方西贝具体菜品价格，讨论性价比,train
S0201,top_liked,bilibili_comment:274617055601,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,reply,bilibili:1597900872,泥头车司机刘师傅,老罗解释了，后来那个星巴克女孩原型给他道歉了[笑哭]没输,2025-09-14T11:36:49+08:00,491,2,luoyonghao_persona,luoyonghao,support,positive,simple_attitude,low_risk_discussion,2,0.9,false,表达对罗永浩的支持，认为他没输，情绪积极。,train
S0105,top_liked,bilibili_comment:274518199665,bilibili_video:115192264397445,罗永浩谈西贝1个馒头卖21元,comment,bilibili:265151997,什么明堂,馒头1元，冻馒头的电费20元,2025-09-13T12:29:53+08:00,845,32,price_value,xibei,question,sarcastic,sarcasm,low_risk_discussion,2,0.8,false,讽刺馒头价格，电费比馒头贵,train
S0494,top_replied,bilibili_comment:276163689664,bilibili_video:115208504741593,西贝和罗永浩打官司的话谁赢面大？有握手言和的可能吗？,comment,bilibili:272510808,能干的社长,冯律师，请问这种女网红怎么追[星星眼],2025-09-15T21:27:12+08:00,43,11,meme_offtopic,unclear,neutral,positive,meme,low_risk_discussion,1,0.9,false,跑题提问追女网红，调侃性质。,train
S0536,source_stratified,bilibili_comment:275344125825,bilibili_video:115245498500488,罗永浩：我这辈子没打过这么离谱的仗，对方上来先捅了自己20多刀…,comment,bilibili:1614926977,账号已注销,贾老板拿着四十米大刀追出来，大吼一声，照着自己脖子猛砍了几十刀[捂脸],2025-09-22T10:39:35+08:00,19,0,meme_offtopic,unclear,neutral,sarcastic,meme;sarcasm,low_risk_discussion,3,0.9,false,用贾跃亭梗比喻西贝自残，玩梗跑题,train
S0374,top_replied,bilibili_comment:276270560112,bilibili_video:115213655414090,罗永浩再停战，西贝自杀式公关，预制菜到底怎么算？,comment,bilibili:123208602,我是普通伊甸,萨利亚，32块,2025-09-17T00:03:11+08:00,296,19,price_value,unclear,neutral,neutral,simple_attitude,low_risk_discussion,1,0.9,false,用萨利亚32元对比，暗示价格,train
S0069,top_liked,bilibili_comment:274505554289,bilibili_video:115193388468394,罗永浩PK西贝，全程40分钟脱口秀【40分纯享版】,comment,bilibili:281445782,周麦芽,罗永浩踩到了狗屎，但他能让狗屎后悔。,2025-09-13T10:07:16+08:00,1303,5,luoyonghao_persona,luoyonghao,support,positive,sarcasm;meme,low_risk_discussion,2,0.9,false,用幽默比喻支持罗永浩。,train
S0333,top_replied,bilibili_comment:275901506336,bilibili_video:115192130181384,罗永浩痛批西贝太缺德！一个馒头卖21块，比米其林餐厅还贵！#罗永浩#西贝#预制菜#太离谱,comment,bilibili:355872103,火锅吃很辣,那个馒头本来就是特色菜，你拿来对比有啥意义呢？别的地方馒头和那个一模一样吗？除开这个不说，不管是外卖还是堂食，你要找一个卫生条件有可能达标的店，就不会便宜的。,2025-09-13T10:53:45+08:00,0,31,price_value,xibei,support,neutral,rational_argument;questioning,low_risk_discussion,2,0.85,false,为西贝馒头价格辩护，反问对比不合理,train
S0320,top_replied,bilibili_comment:289766699392,bilibili_video:115959067056250,现在最怕西贝死的人，竟然是罗永浩！,comment,bilibili:76450834,通辽超模,失业的员工你是一点也不提,2026-01-26T19:31:21+08:00,10,44,brand_pr_crisis,xibei,question,disappointed,simple_attitude;questioning,low_risk_discussion,3,0.8,false,指出西贝未提及失业员工，表达失望。,train
S1100,random,bilibili_comment:274557444321,bilibili_video:115195200477658,西贝连夜召开1.8万人罗永浩作战大会，罗永浩：西贝真正的敌人不是我,reply,bilibili:454557557,大大滴好a,没去过，到底好不好吃[doge],2025-09-13T19:44:46+08:00,0,1,meme_offtopic,unclear,unclear,neutral,meme,low_risk_discussion,1,0.8,false,带狗头问好不好吃，玩梗,train
